INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-SNR),DISTANCE,
115,T,2015/07/16,09:48:13.000,SPS,52.679232,N,1.330152,E,73.966 m,0.076 km/h,1.56,0.92,1.26,9(11),#31-40;#12-35;#14-37;#25-42;17-00;#02-18;#24-17;#06-28;#29-21;#32-24;03-00,      0.24 m,
116,T,2015/07/16,09:48:23.000,SPS,52.679233,N,1.330151,E,74.046 m,0.045 km/h,1.56,0.92,1.26,9(11),#31-40;#12-35;#14-37;#25-42;03-00;#02-21;#24-16;#06-28;#29-22;#32-21;17-00,      0.15 m,
117,T,2015/07/16,09:48:33.000,SPS,52.679233,N,1.330150,E,74.049 m,0.032 km/h,1.56,0.92,1.26,9(11),#31-40;#12-35;#14-37;#25-42;03-00;#02-19;#24-18;#06-29;#29-22;#32-26;17-00,      0.07 m,
118,T,2015/07/16,09:48:43.000,SPS,52.679233,N,1.330149,E,74.058 m,0.015 km/h,1.57,0.92,1.26,9(11),#31-40;#12-35;#14-37;#25-42;17-00;#02-19;#24-18;#06-29;#29-25;#32-27;03-00,      0.06 m,
119,T,2015/07/16,09:48:53.000,SPS,52.679233,N,1.330148,E,74.060 m,0.019 km/h,1.57,0.92,1.27,9(11),#31-41;#12-35;#14-37;#25-42;17-00;#02-17;#24-19;#06-29;#29-26;#32-23;03-00,      0.07 m,
120,T,2015/07/16,09:49:03.000,SPS,52.679233,N,1.330147,E,74.055 m,0.050 km/h,1.57,0.92,1.27,9(11),#31-41;#12-35;#14-37;#25-42;17-00;#02-16;#24-20;#06-29;#29-25;#32-19;03-00,      0.06 m,
121,T,2015/07/16,09:49:13.000,SPS,52.679233,N,1.330146,E,74.003 m,0.027 km/h,1.57,0.92,1.27,9(11),#31-42;#12-34;#14-38;#25-42;17-00;#02-21;#24-21;#06-27;#29-27;#32-20;03-00,      0.07 m,
122,T,2015/07/16,09:49:23.000,SPS,52.679233,N,1.330146,E,73.964 m,0.012 km/h,1.57,0.92,1.27,9(11),#31-42;#12-34;#14-38;#25-41;17-00;#02-21;#24-20;#06-26;#29-27;#32-21;03-00,      0.05 m,
123,T,2015/07/16,09:49:33.000,SPS,52.679232,N,1.330146,E,73.919 m,0.059 km/h,1.57,0.92,1.27,9(11),#31-42;#12-34;#14-38;#25-41;03-00;#02-17;#24-18;#06-25;#29-27;#32-22;17-00,      0.06 m,
124,T,2015/07/16,09:49:43.000,SPS,52.679232,N,1.330146,E,73.875 m,0.014 km/h,1.57,0.92,1.27,9(11),#31-42;#12-34;#14-37;#25-41;17-00;#02-17;#24-16;#06-24;#29-28;#32-24;03-00,      0.05 m,
125,T,2015/07/16,09:49:53.000,SPS,52.679232,N,1.330145,E,73.818 m,0.016 km/h,1.60,0.96,1.28,8(11),#31-42;#12-35;#14-37;#25-41;03-14;#02-15;24-00;#06-26;#29-28;#32-26;17-00,      0.07 m,
126,T,2015/07/16,09:50:03.000,SPS,52.679231,N,1.330145,E,73.783 m,0.028 km/h,1.58,0.92,1.28,9(10),#31-42;#12-36;#14-37;#25-41;03-15;#02-17;#24-15;#06-25;#29-27;#32-27,      0.06 m,
127,T,2015/07/16,09:50:13.000,SPS,52.679231,N,1.330145,E,73.746 m,0.026 km/h,1.58,0.92,1.28,9(10),#31-42;#12-36;#14-38;#25-41;03-15;#02-15;#24-15;#06-28;#29-27;#32-27,      0.06 m,
128,T,2015/07/16,09:50:23.000,SPS,52.679231,N,1.330144,E,73.735 m,0.067 km/h,1.58,0.92,1.28,9(10),#31-42;#12-36;#14-38;#25-40;03-16;#02-17;#24-16;#06-29;#29-27;#32-25,      0.05 m,
129,T,2015/07/16,09:50:33.000,SPS,52.679231,N,1.330143,E,73.739 m,0.027 km/h,1.58,0.92,1.28,9(10),#31-42;#12-36;#14-38;#25-40;03-00;#02-18;#24-16;#06-30;#29-27;#32-28,      0.07 m,
130,T,2015/07/16,09:50:43.000,SPS,52.679231,N,1.330142,E,73.726 m,0.056 km/h,1.58,0.92,1.28,9(10),#31-42;#12-35;#14-38;#25-40;03-00;#02-20;#24-15;#06-30;#29-26;#32-30,      0.06 m,
131,T,2015/07/16,09:50:53.000,SPS,52.679230,N,1.330141,E,73.729 m,0.039 km/h,1.58,0.92,1.28,9(10),#31-42;#12-35;#14-38;#25-40;03-00;#02-18;#24-16;#06-31;#29-26;#32-32,      0.09 m,
132,T,2015/07/16,09:51:03.000,SPS,52.679230,N,1.330140,E,73.731 m,0.049 km/h,1.58,0.92,1.29,9(10),#31-43;#12-35;#14-38;#25-40;03-00;#02-20;#24-17;#06-31;#29-26;#32-32,      0.07 m,
133,T,2015/07/16,09:51:13.000,SPS,52.679230,N,1.330139,E,73.724 m,0.041 km/h,1.59,0.92,1.29,9(10),#31-42;#12-35;#14-38;#25-40;03-00;#02-17;#24-16;#06-29;#29-27;#32-30,      0.05 m,
134,T,2015/07/16,09:51:23.000,SPS,52.679230,N,1.330138,E,73.720 m,0.455 km/h,1.59,0.92,1.29,9(10),#31-41;#12-35;#14-38;#25-40;03-17;#02-20;#24-15;#06-28;#29-26;#32-30,      0.06 m,
135,T,2015/07/16,09:51:33.000,SPS,52.679230,N,1.330137,E,73.659 m,0.043 km/h,1.59,0.92,1.29,9(10),#31-37;#12-41;#14-41;#25-38;03-22;#02-35;#24-28;#06-31;#29-29;#32-28,      0.12 m,
136,T,2015/07/16,09:51:43.000,SPS,52.679229,N,1.330135,E,73.597 m,0.017 km/h,1.59,0.92,1.29,9(10),#31-36;#12-41;#14-42;#25-38;03-21;#02-36;#24-30;#06-30;#29-30;#32-26,      0.12 m,
137,T,2015/07/16,09:51:53.000,SPS,52.679229,N,1.330134,E,73.554 m,0.058 km/h,1.59,0.92,1.29,9(10),#31-39;#12-41;#14-42;#25-36;03-22;#02-32;#24-30;#06-31;#29-30;#32-27,      0.08 m,
138,T,2015/07/16,09:52:03.000,SPS,52.679229,N,1.330133,E,73.522 m,0.070 km/h,1.59,0.92,1.30,9(10),#31-37;#12-40;#14-41;#25-34;03-21;#02-31;#24-27;#06-21;#29-28;#32-32,      0.06 m,
139,T,2015/07/16,09:52:13.000,SPS,52.679223,N,1.330121,E,72.609 m,0.382 km/h,1.68,0.98,1.37,8(10),#31-39;#12-40;#14-41;#25-38;03-17;02-19;#24-28;#06-25;#29-22;#32-31,      1.38 m,
140,T,2015/07/16,09:52:23.000,SPS,52.679216,N,1.330126,E,71.624 m,0.276 km/h,2.08,1.39,1.55,8(10),#31-39;#12-40;#14-41;#25-38;03-17;#02-17;#24-28;#06-24;29-20;#32-30,      1.33 m,
141,T,2015/07/16,09:52:33.000,SPS,52.679211,N,1.330130,E,70.883 m,0.218 km/h,2.08,1.39,1.55,8(10),#31-39;#12-40;#14-41;#25-39;03-17;#02-18;#24-28;#06-27;29-18;#32-30,      0.98 m,
142,T,2015/07/16,09:52:43.000,SPS,52.679209,N,1.330131,E,70.659 m,0.053 km/h,2.08,1.39,1.55,8(10),#31-39;#12-41;#14-41;#25-39;03-16;#02-18;#24-28;#06-29;29-18;#32-34,      0.31 m,
143,T,2015/07/16,09:52:53.000,SPS,52.679209,N,1.330130,E,70.693 m,0.035 km/h,2.08,1.39,1.55,8(10),#31-38;#12-41;#14-41;#25-39;03-16;#02-18;#24-28;#06-29;29-19;#32-33,      0.07 m,
144,T,2015/07/16,09:53:03.000,SPS,52.679209,N,1.330128,E,70.744 m,0.047 km/h,2.08,1.39,1.55,8(10),#31-37;#12-41;#14-41;#25-39;03-16;#02-18;#24-28;#06-29;29-21;#32-33,      0.11 m,
145,T,2015/07/16,09:53:13.000,SPS,52.679209,N,1.330127,E,70.785 m,0.025 km/h,1.60,0.92,1.31,9(10),#31-37;#12-41;#14-41;#25-39;03-16;#02-18;#24-26;#06-30;#29-21;#32-33,      0.08 m,
146,T,2015/07/16,09:53:23.000,SPS,52.679210,N,1.330126,E,70.828 m,0.021 km/h,1.60,0.92,1.31,9(10),#31-37;#12-41;#14-41;#25-40;03-18;#02-21;#24-22;#06-29;#29-23;#32-33,      0.09 m,
147,T,2015/07/16,09:53:33.000,SPS,52.679210,N,1.330125,E,70.860 m,0.025 km/h,1.60,0.92,1.31,9(10),#31-36;#12-40;#14-41;#25-40;03-16;#02-27;#24-25;#06-30;#29-24;#32-33,      0.07 m,
148,T,2015/07/16,09:53:43.000,SPS,52.679210,N,1.330124,E,70.895 m,0.030 km/h,1.60,0.92,1.31,9(10),#31-36;#12-40;#14-41;#25-40;03-18;#02-24;#24-23;#06-29;#29-25;#32-31,      0.08 m,
149,T,2015/07/16,09:53:53.000,SPS,52.679210,N,1.330124,E,70.902 m,0.023 km/h,1.61,0.93,1.31,9(10),#31-35;#12-40;#14-41;#25-40;03-21;#02-24;#24-23;#06-31;#29-24;#32-31,      0.06 m,
150,T,2015/07/16,09:54:03.000,SPS,52.679210,N,1.330123,E,70.919 m,0.036 km/h,1.61,0.93,1.32,9(10),#31-35;#12-40;#14-41;#25-41;03-19;#02-25;#24-21;#06-31;#29-26;#32-31,      0.07 m,
151,T,2015/07/16,09:54:13.000,SPS,52.679211,N,1.330122,E,70.924 m,0.034 km/h,1.61,0.92,1.32,9(10),#31-34;#12-40;#14-41;#25-41;03-19;#02-24;#24-20;#06-30;#29-24;#32-32,      0.05 m,
152,T,2015/07/16,09:54:23.000,SPS,52.679211,N,1.330121,E,70.929 m,0.052 km/h,1.61,0.92,1.32,9(10),#31-34;#12-40;#14-41;#25-41;03-18;#02-20;#24-20;#06-30;#29-22;#32-32,      0.06 m,
153,T,2015/07/16,09:54:33.000,SPS,52.679211,N,1.330121,E,70.928 m,0.010 km/h,2.07,1.37,1.55,8(10),#31-35;#12-40;#14-40;#25-41;03-16;#02-20;#24-23;#06-28;29-20;#32-31,      0.04 m,
154,T,2015/07/16,09:54:43.000,SPS,52.679211,N,1.330120,E,70.940 m,0.029 km/h,2.06,1.37,1.55,8(10),#31-35;#12-40;#14-39;#25-40;03-16;#02-21;#24-21;#06-29;29-18;#32-30,      0.06 m,
155,T,2015/07/16,09:54:53.000,SPS,52.679211,N,1.330119,E,70.973 m,0.021 km/h,2.06,1.36,1.55,8(10),#31-36;#12-40;#14-39;#25-40;03-16;#02-24;#24-22;#06-30;29-17;#32-30,      0.06 m,
156,T,2015/07/16,09:55:03.000,SPS,52.679211,N,1.330118,E,71.000 m,0.010 km/h,2.06,1.36,1.55,8(10),#31-37;#12-40;#14-40;#25-40;03-16;#02-18;#24-17;#06-30;29-15;#32-29,      0.07 m,
157,T,2015/07/16,09:55:13.000,SPS,52.679211,N,1.330118,E,71.034 m,0.048 km/h,2.06,1.36,1.55,8(10),#31-37;#12-40;#14-40;#25-40;03-00;#02-27;#24-16;#06-31;29-16;#32-29,      0.07 m,
158,T,2015/07/16,09:55:23.000,SPS,52.679211,N,1.330117,E,71.034 m,0.041 km/h,2.06,1.36,1.55,8(10),#31-37;#12-40;#14-40;#25-40;03-00;#02-25;#24-18;#06-30;29-00;#32-30,      0.03 m,
159,T,2015/07/16,09:55:33.000,SPS,52.679211,N,1.330117,E,71.019 m,0.014 km/h,2.06,1.36,1.55,8(10),#31-37;#12-40;#14-40;#25-40;03-00;#02-24;#24-18;#06-25;29-00;#32-30,      0.03 m,
160,T,2015/07/16,09:55:43.000,SPS,52.679211,N,1.330116,E,71.016 m,0.020 km/h,2.06,1.35,1.55,8(10),#31-37;#12-40;#14-40;#25-40;03-00;#02-22;#24-19;#06-28;29-00;#32-32,      0.03 m,
161,T,2015/07/16,09:55:53.000,SPS,52.679211,N,1.330116,E,71.016 m,0.018 km/h,2.05,1.35,1.55,8(10),#31-38;#12-40;#14-40;#25-39;03-00;#02-22;#24-19;#06-27;29-00;#32-32,      0.04 m,
162,T,2015/07/16,09:56:03.000,SPS,52.679211,N,1.330115,E,71.011 m,0.015 km/h,1.62,0.93,1.33,9(10),#31-38;#12-40;#14-40;#25-39;03-00;#02-22;#24-19;#06-27;#29-19;#32-32,      0.03 m,
163,T,2015/07/16,09:56:13.000,SPS,52.679211,N,1.330115,E,71.001 m,0.064 km/h,1.62,0.93,1.33,9(10),#31-38;#12-40;#14-41;#25-39;03-00;#02-25;#24-19;#06-26;#29-19;#32-36,      0.03 m,
164,T,2015/07/16,09:56:23.000,SPS,52.679211,N,1.330115,E,70.986 m,0.047 km/h,1.62,0.93,1.33,9(10),#31-38;#12-40;#14-41;#25-39;03-00;#02-26;#24-20;#06-26;#29-20;#32-36,      0.02 m,
165,T,2015/07/16,09:56:33.000,SPS,52.679211,N,1.330114,E,70.971 m,0.017 km/h,1.63,0.93,1.34,9(10),#31-38;#12-40;#14-41;#25-39;03-00;#02-25;#24-21;#06-22;#29-21;#32-37,      0.03 m,
166,T,2015/07/16,09:56:43.000,SPS,52.679211,N,1.330114,E,70.967 m,0.037 km/h,1.63,0.93,1.34,9(10),#31-38;#12-39;#14-42;#25-39;03-00;#02-25;#24-19;#06-21;#29-22;#32-37,      0.02 m,
167,T,2015/07/16,09:56:53.000,SPS,52.679211,N,1.330114,E,70.956 m,0.034 km/h,1.63,0.93,1.34,9(10),#31-38;#12-39;#14-42;#25-39;03-00;#02-27;#24-21;#06-25;#29-21;#32-37,      0.02 m,
168,T,2015/07/16,09:57:03.000,SPS,52.679210,N,1.330114,E,70.929 m,0.018 km/h,1.63,0.93,1.34,9(10),#31-38;#12-40;#14-42;#25-39;03-00;#02-27;#24-21;#06-25;#29-21;#32-36,      0.04 m,
169,T,2015/07/16,09:57:13.000,SPS,52.679210,N,1.330114,E,70.907 m,0.031 km/h,1.63,0.93,1.34,9(10),#31-38;#12-40;#14-42;#25-39;03-00;#02-29;#24-24;#06-27;#29-20;#32-36,      0.04 m,
170,T,2015/07/16,09:57:23.000,SPS,52.679210,N,1.330113,E,70.910 m,0.024 km/h,1.63,0.93,1.34,9(10),#31-38;#12-40;#14-42;#25-39;03-00;#02-29;#24-24;#06-28;#29-21;#32-35,      0.03 m,
171,T,2015/07/16,09:57:33.000,SPS,52.679210,N,1.330113,E,70.913 m,0.020 km/h,1.63,0.93,1.34,9(10),#31-38;#12-40;#14-42;#25-40;03-00;#02-30;#24-25;#06-27;#29-23;#32-34,      0.05 m,
172,T,2015/07/16,09:57:43.000,SPS,52.679210,N,1.330112,E,70.898 m,0.023 km/h,1.63,0.93,1.35,9(10),#31-39;#12-40;#14-42;#25-41;03-00;#02-30;#24-25;#06-26;#29-22;#32-34,      0.04 m,
173,T,2015/07/16,09:57:53.000,SPS,52.679210,N,1.330112,E,70.897 m,0.011 km/h,1.63,0.93,1.35,9(10),#31-40;#12-40;#14-42;#25-41;03-18;#02-30;#24-26;#06-27;#29-21;#32-35,      0.03 m,
174,T,2015/07/16,09:58:03.000,SPS,52.679210,N,1.330111,E,70.892 m,0.020 km/h,1.64,0.93,1.35,9(10),#31-40;#12-40;#14-43;#25-42;03-17;#02-30;#24-26;#06-28;#29-21;#32-35,      0.03 m,
175,T,2015/07/16,09:58:13.000,SPS,52.679210,N,1.330111,E,70.879 m,0.019 km/h,1.64,0.93,1.35,9(10),#31-40;#12-40;#14-43;#25-42;03-15;#02-29;#24-25;#06-26;#29-20;#32-35,      0.03 m,
176,T,2015/07/16,09:58:23.000,SPS,52.679210,N,1.330111,E,70.857 m,0.025 km/h,1.64,0.93,1.35,9(10),#31-41;#12-40;#14-43;#25-42;03-16;#02-28;#24-25;#06-27;#29-21;#32-35,      0.03 m,
177,T,2015/07/16,09:58:33.000,SPS,52.679210,N,1.330110,E,70.842 m,0.006 km/h,1.64,0.93,1.35,9(10),#31-41;#12-40;#14-43;#25-42;03-16;#02-25;#24-24;#06-27;#29-20;#32-35,      0.02 m,
178,T,2015/07/16,09:58:43.000,SPS,52.679210,N,1.330110,E,70.819 m,0.005 km/h,1.64,0.93,1.35,9(10),#31-41;#12-39;#14-43;#25-42;03-17;#02-26;#24-25;#06-28;#29-22;#32-36,      0.03 m,
179,T,2015/07/16,09:58:53.000,SPS,52.679210,N,1.330110,E,70.788 m,0.044 km/h,1.64,0.93,1.36,9(10),#31-41;#12-39;#14-43;#25-42;03-17;#02-26;#24-24;#06-26;#29-22;#32-37,      0.04 m,
180,T,2015/07/16,09:59:03.000,SPS,52.679210,N,1.330110,E,70.759 m,0.006 km/h,1.64,0.93,1.36,9(10),#31-41;#12-39;#14-43;#25-42;03-20;#02-25;#24-22;#06-22;#29-23;#32-37,      0.03 m,
181,T,2015/07/16,09:59:13.000,SPS,52.679210,N,1.330110,E,70.732 m,0.020 km/h,1.64,0.93,1.36,9(10),#31-42;#12-40;#14-43;#25-42;03-18;#02-25;#24-22;#06-21;#29-22;#32-36,      0.03 m,
182,T,2015/07/16,09:59:23.000,SPS,52.679209,N,1.330110,E,70.705 m,0.012 km/h,1.69,0.99,1.37,8(10),#31-42;#12-40;#14-43;#25-42;03-15;#02-25;24-21;#06-23;#29-24;#32-36,      0.03 m,
183,T,2015/07/16,09:59:33.000,SPS,52.679209,N,1.330110,E,70.682 m,0.012 km/h,1.69,0.99,1.37,8(10),#31-42;#12-40;#14-43;#25-42;03-15;#02-22;24-21;#06-27;#29-26;#32-37,      0.03 m,
184,T,2015/07/16,09:59:43.000,SPS,52.679209,N,1.330109,E,70.659 m,0.033 km/h,1.69,0.99,1.37,8(10),#31-42;#12-40;#14-44;#25-42;03-15;#02-23;24-19;#06-28;#29-27;#32-37,      0.04 m,
185,T,2015/07/16,09:59:53.000,SPS,52.679209,N,1.330109,E,70.653 m,0.022 km/h,1.69,0.99,1.37,8(10),#31-42;#12-40;#14-44;#25-42;03-15;#02-20;24-19;#06-29;#29-28;#32-35,      0.03 m,
186,T,2015/07/16,10:00:03.000,SPS,52.679209,N,1.330109,E,70.635 m,0.013 km/h,1.70,0.99,1.37,8(10),#31-41;#12-40;#14-44;#25-41;03-16;#02-24;24-18;#06-29;#29-28;#32-36,      0.04 m,
187,T,2015/07/16,10:00:13.000,SPS,52.679208,N,1.330108,E,70.610 m,0.015 km/h,1.70,0.99,1.38,8(10),#31-41;#12-40;#14-44;#25-41;03-16;#02-25;24-18;#06-28;#29-28;#32-36,      0.03 m,
188,T,2015/07/16,10:00:23.000,SPS,52.679208,N,1.330108,E,70.597 m,0.007 km/h,1.70,1.00,1.38,8(10),#31-41;#12-40;#14-44;#25-41;03-16;#02-25;24-17;#06-29;#29-30;#32-35,      0.03 m,
189,T,2015/07/16,10:00:33.000,SPS,52.679208,N,1.330108,E,70.581 m,0.035 km/h,1.70,1.00,1.38,8(10),#31-41;#12-39;#14-44;#25-41;03-15;#02-21;24-17;#06-28;#29-30;#32-34,      0.02 m,
190,T,2015/07/16,10:00:43.000,SPS,52.679208,N,1.330108,E,70.555 m,0.019 km/h,1.70,1.00,1.38,8(10),#31-41;#12-38;#14-44;#25-41;03-00;#02-19;24-00;#06-28;#29-30;#32-34,      0.03 m,
191,T,2015/07/16,10:00:53.000,SPS,52.679208,N,1.330108,E,70.535 m,0.006 km/h,1.70,1.00,1.38,8(10),#31-41;#12-38;#14-44;#25-41;03-00;#02-20;24-00;#06-29;#29-31;#32-34,      0.03 m,
192,T,2015/07/16,10:01:03.000,SPS,52.679208,N,1.330108,E,70.514 m,0.057 km/h,1.70,1.00,1.38,8(10),#31-40;#12-38;#14-44;#25-41;03-00;#02-22;24-00;#06-29;#29-31;#32-34,      0.04 m,
193,T,2015/07/16,10:01:13.000,SPS,52.679207,N,1.330107,E,70.501 m,0.014 km/h,1.71,1.00,1.39,8(10),#31-40;#12-38;#14-44;#25-40;03-00;#02-23;24-00;#06-28;#29-30;#32-34,      0.04 m,
194,T,2015/07/16,10:01:23.000,SPS,52.679207,N,1.330107,E,70.497 m,0.031 km/h,1.71,1.00,1.39,8(10),#31-39;#12-39;#14-44;#25-40;03-00;#02-23;24-16;#06-25;#29-30;#32-34,      0.02 m,
195,T,2015/07/16,10:01:33.000,SPS,52.679207,N,1.330107,E,70.469 m,0.021 km/h,1.71,1.00,1.39,8(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-25;24-19;#06-26;#29-29;#32-35,      0.03 m,
196,T,2015/07/16,10:01:43.000,SPS,52.679207,N,1.330107,E,70.458 m,0.010 km/h,1.71,1.00,1.39,8(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-22;24-17;#06-22;#29-29;#32-34,      0.02 m,
197,T,2015/07/16,10:01:53.000,SPS,52.679207,N,1.330107,E,70.446 m,0.009 km/h,1.71,1.00,1.39,8(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-23;24-17;#06-23;#29-27;#32-34,      0.02 m,
198,T,2015/07/16,10:02:03.000,SPS,52.679207,N,1.330107,E,70.440 m,0.045 km/h,1.72,1.00,1.39,8(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-24;24-19;#06-26;#29-27;#32-36,      0.02 m,
199,T,2015/07/16,10:02:13.000,SPS,52.679206,N,1.330107,E,70.427 m,0.024 km/h,1.66,0.93,1.38,9(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-22;#24-20;#06-26;#29-25;#32-35,      0.03 m,
200,T,2015/07/16,10:02:23.000,SPS,52.679206,N,1.330107,E,70.401 m,0.037 km/h,1.66,0.93,1.38,9(10),#31-40;#12-39;#14-44;#25-40;03-00;#02-21;#24-22;#06-27;#29-25;#32-34,      0.03 m,
201,T,2015/07/16,10:02:33.000,SPS,52.679206,N,1.330106,E,70.376 m,0.020 km/h,1.66,0.93,1.38,9(10),#31-40;#12-39;#14-44;#25-40;03-16;#02-21;#24-20;#06-28;#29-24;#32-34,      0.04 m,
202,T,2015/07/16,10:02:43.000,SPS,52.679206,N,1.330106,E,70.370 m,0.021 km/h,1.66,0.93,1.38,9(10),#31-40;#12-39;#14-44;#25-40;03-18;#02-21;#24-21;#06-29;#29-24;#32-34,      0.03 m,
203,T,2015/07/16,10:02:53.000,SPS,52.679206,N,1.330105,E,70.375 m,0.026 km/h,1.66,0.93,1.38,9(10),#31-40;#12-38;#14-43;#25-40;03-17;#02-20;#24-21;#06-30;#29-25;#32-34,      0.05 m,
204,T,2015/07/16,10:03:03.000,SPS,52.679206,N,1.330105,E,70.383 m,0.016 km/h,1.66,0.93,1.38,9(10),#31-40;#12-38;#14-43;#25-40;03-16;#02-20;#24-21;#06-31;#29-25;#32-35,      0.04 m,
205,T,2015/07/16,10:03:13.000,SPS,52.679206,N,1.330104,E,70.386 m,0.033 km/h,1.66,0.93,1.38,9(10),#31-40;#12-38;#14-43;#25-40;03-15;#02-19;#24-20;#06-30;#29-25;#32-35,      0.04 m,
206,T,2015/07/16,10:03:23.000,SPS,52.679205,N,1.330104,E,70.383 m,0.037 km/h,1.67,0.93,1.39,9(10),#31-40;#12-38;#14-43;#25-40;03-00;#02-20;#24-20;#06-29;#29-25;#32-34,      0.04 m,
207,T,2015/07/16,10:03:33.000,SPS,52.679205,N,1.330104,E,70.375 m,0.018 km/h,1.67,0.93,1.39,9(10),#31-40;#12-38;#14-43;#25-40;03-00;#02-20;#24-21;#06-28;#29-24;#32-33,      0.03 m,
208,T,2015/07/16,10:03:43.000,SPS,52.679205,N,1.330103,E,70.371 m,0.020 km/h,1.73,1.01,1.41,8(10),#31-40;#12-39;#14-43;#25-40;03-16;#02-18;24-18;#06-28;#29-24;#32-34,      0.02 m,
209,T,2015/07/16,10:03:53.000,SPS,52.679205,N,1.330103,E,70.369 m,0.012 km/h,1.74,0.98,1.44,8(10),#31-40;#12-38;#14-44;#25-40;03-16;02-15;#24-15;#06-28;#29-25;#32-34,      0.02 m,
210,T,2015/07/16,10:04:03.000,SPS,52.679205,N,1.330103,E,70.367 m,0.018 km/h,1.74,1.01,1.41,8(10),#31-40;#12-38;#14-44;#25-40;03-15;#02-18;24-16;#06-24;#29-21;#32-34,      0.02 m,
211,T,2015/07/16,10:04:13.000,SPS,52.679205,N,1.330103,E,70.354 m,0.015 km/h,1.74,0.98,1.44,8(10),#31-40;#12-38;#14-44;#25-40;03-00;02-16;#24-17;#06-26;#29-19;#32-34,      0.02 m,
212,T,2015/07/16,10:04:23.000,SPS,52.679205,N,1.330103,E,70.353 m,0.020 km/h,1.96,1.25,1.52,8(10),#31-40;#12-38;#14-44;#25-40;03-00;#02-16;#24-17;#06-28;29-18;#32-34,      0.02 m,
213,T,2015/07/16,10:04:33.000,SPS,52.679205,N,1.330102,E,70.359 m,0.017 km/h,1.75,0.98,1.44,8(10),#31-40;#12-38;#14-44;#25-40;03-00;02-00;#24-17;#06-29;#29-18;#32-33,      0.05 m,
214,T,2015/07/16,10:04:43.000,SPS,52.679205,N,1.330101,E,70.367 m,0.039 km/h,2.06,1.30,1.60,7(10),#31-40;#12-38;#14-44;#25-40;03-00;02-00;#24-18;#06-29;29-17;#32-33,      0.04 m,
215,T,2015/07/16,10:04:53.000,SPS,52.679205,N,1.330101,E,70.366 m,0.006 km/h,1.96,1.24,1.51,8(10),#31-40;#12-38;#14-44;#25-39;03-00;#02-19;#24-20;#06-26;29-17;#32-33,      0.03 m,
216,T,2015/07/16,10:05:03.000,SPS,52.679205,N,1.330101,E,70.355 m,0.023 km/h,1.96,1.24,1.51,8(10),#31-40;#12-38;#14-44;#25-39;03-00;#02-18;#24-20;#06-26;29-16;#32-33,      0.03 m,
217,T,2015/07/16,10:05:13.000,SPS,52.679205,N,1.330100,E,70.351 m,0.033 km/h,1.75,0.98,1.44,8(10),#31-40;#12-38;#14-44;#25-39;03-00;02-16;#24-20;#06-27;#29-17;#32-33,      0.02 m,
218,T,2015/07/16,10:05:23.000,SPS,52.679204,N,1.330100,E,70.356 m,0.025 km/h,1.95,1.23,1.51,8(10),#31-40;#12-38;#14-44;#25-39;03-00;#02-15;#24-18;#06-27;29-18;#32-33,      0.03 m,
219,T,2015/07/16,10:05:33.000,SPS,52.679204,N,1.330099,E,70.367 m,0.025 km/h,1.95,1.23,1.51,8(10),#31-40;#12-38;#14-44;#25-39;03-00;#02-17;#24-18;#06-28;29-18;#32-32,      0.04 m,
220,T,2015/07/16,10:05:43.000,SPS,52.679204,N,1.330099,E,70.375 m,0.017 km/h,1.75,1.02,1.43,8(10),#31-39;#12-38;#14-44;#25-39;03-00;#02-18;24-17;#06-29;#29-19;#32-32,      0.04 m,
221,T,2015/07/16,10:05:53.000,SPS,52.679204,N,1.330098,E,70.389 m,0.020 km/h,1.95,1.23,1.51,8(10),#31-38;#12-39;#14-44;#25-39;03-00;#02-18;#24-15;#06-29;29-18;#32-33,      0.03 m,
222,T,2015/07/16,10:06:03.000,SPS,52.679204,N,1.330098,E,70.396 m,0.040 km/h,2.53,1.78,1.80,7(10),#31-38;#12-39;#14-44;#25-39;03-00;#02-19;24-00;#06-27;29-18;#32-33,      0.04 m,
223,T,2015/07/16,10:06:13.000,SPS,52.679204,N,1.330098,E,70.396 m,0.011 km/h,1.94,1.22,1.51,8(10),#31-38;#12-39;#14-44;#25-39;03-00;#02-19;#24-16;#06-26;29-17;#32-33,      0.03 m,
224,T,2015/07/16,10:06:23.000,SPS,52.679204,N,1.330097,E,70.396 m,0.008 km/h,1.76,1.02,1.44,8(10),#31-38;#12-39;#14-44;#25-39;03-00;#02-18;24-16;#06-26;#29-19;#32-32,      0.02 m,
225,T,2015/07/16,10:06:33.000,SPS,52.679204,N,1.330097,E,70.396 m,0.025 km/h,1.94,1.22,1.51,8(10),#31-38;#12-39;#14-44;#25-39;03-17;#02-18;#24-16;#06-25;29-16;#32-32,      0.03 m,
226,T,2015/07/16,10:06:43.000,SPS,52.679204,N,1.330097,E,70.396 m,0.017 km/h,1.94,1.22,1.51,8(10),#31-38;#12-39;#14-44;#25-39;03-16;#02-17;#24-16;#06-24;29-16;#32-32,      0.03 m,
