INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DSTA,PDOP,HDOP,VDOP,NSAT (USED/VIEW),
1,B,2008/05/04,12:52:47.000,SPS,41.805592,N,12.679832,E,374.813 m,0.865 km/h,0,1.13,0.85,0.74,11(11),
2,T,2008/05/04,12:52:52.000,SPS,41.805626,N,12.679758,E,381.547 m,0.539 km/h,0,1.39,1.11,0.85,9(11),
3,T,2008/05/04,12:52:58.000,SPS,41.805599,N,12.679750,E,378.805 m,2.011 km/h,0,1.13,0.86,0.74,11(11),
4,T,2008/05/04,12:53:03.000,SPS,41.805634,N,12.679723,E,374.625 m,0.842 km/h,0,1.13,0.85,0.74,11(11),
5,T,2008/05/04,12:53:08.000,SPS,41.805584,N,12.679825,E,378.672 m,5.943 km/h,0,1.22,0.95,0.77,10(11),
6,S,2008/05/04,12:53:09.000,SPS,41.805557,N,12.679937,E,376.648 m,13.095 km/h,0,1.70,1.44,0.90,8(11),
7,S,2008/05/04,12:53:10.000,SPS,41.805527,N,12.679987,E,376.945 m,15.266 km/h,0,1.26,1.00,0.77,9(11),
8,S,2008/05/04,12:53:11.000,SPS,41.805508,N,12.680024,E,377.445 m,13.712 km/h,0,1.52,1.28,0.81,9(11),
9,S,2008/05/04,12:53:12.000,SPS,41.805492,N,12.680067,E,377.484 m,13.283 km/h,0,1.37,1.10,0.83,9(11),
10,S,2008/05/04,12:53:13.000,SPS,41.805489,N,12.680118,E,377.547 m,15.353 km/h,0,1.37,1.10,0.83,9(11),
11,S,2008/05/04,12:53:14.000,SPS,41.805500,N,12.680179,E,377.680 m,18.478 km/h,0,1.29,1.00,0.82,10(11),
12,S,2008/05/04,12:53:15.000,SPS,41.805515,N,12.680244,E,378.008 m,20.975 km/h,0,1.50,1.21,0.89,9(11),
13,S,2008/05/04,12:53:16.000,SPS,41.805492,N,12.680396,E,378.609 m,24.968 km/h,0,1.71,1.45,0.89,8(11),
14,S,2008/05/04,12:53:17.000,SPS,41.805519,N,12.680476,E,378.758 m,24.136 km/h,0,1.49,1.23,0.84,10(11),
15,S,2008/05/04,12:53:18.000,SPS,41.805550,N,12.680553,E,378.805 m,23.608 km/h,0,1.83,1.57,0.94,8(11),
16,S,2008/05/04,12:53:19.000,SPS,41.805576,N,12.680624,E,378.750 m,22.547 km/h,0,1.83,1.57,0.94,8(10),
17,S,2008/05/04,12:53:20.000,SPS,41.805580,N,12.680713,E,378.906 m,23.244 km/h,0,1.83,1.57,0.94,9(10),
18,S,2008/05/04,12:53:21.000,SPS,41.805588,N,12.680795,E,378.961 m,24.611 km/h,0,2.72,2.55,0.94,8(10),
19,S,2008/05/04,12:53:22.000,SPS,41.805580,N,12.680878,E,379.008 m,24.541 km/h,0,2.72,2.55,0.94,8(10),
20,S,2008/05/04,12:53:23.000,SPS,41.805561,N,12.680969,E,379.094 m,25.668 km/h,0,1.83,1.58,0.94,9(11),
21,S,2008/05/04,12:53:24.000,SPS,41.805553,N,12.681048,E,379.227 m,22.346 km/h,0,1.83,1.58,0.94,9(11),
22,S,2008/05/04,12:53:25.000,SPS,41.805557,N,12.681125,E,379.320 m,20.501 km/h,0,1.83,1.58,0.94,9(11),
23,S,2008/05/04,12:53:26.000,SPS,41.805580,N,12.681184,E,379.430 m,18.145 km/h,0,2.72,2.55,0.94,8(11),
24,S,2008/05/04,12:53:27.000,SPS,41.805630,N,12.681229,E,379.578 m,18.794 km/h,0,1.84,1.58,0.94,9(11),
25,S,2008/05/04,12:53:28.000,SPS,41.805687,N,12.681281,E,379.664 m,23.369 km/h,0,1.84,1.58,0.94,9(10),
26,S,2008/05/04,12:53:29.000,SPS,41.805752,N,12.681329,E,379.758 m,26.974 km/h,0,1.83,1.58,0.94,8(10),
27,S,2008/05/04,12:53:30.000,SPS,41.805824,N,12.681378,E,379.875 m,31.059 km/h,0,1.84,1.58,0.94,9(10),
28,S,2008/05/04,12:53:31.000,SPS,41.805908,N,12.681432,E,380.039 m,36.559 km/h,0,1.59,1.30,0.92,8(11),
29,S,2008/05/04,12:53:32.000,SPS,41.806007,N,12.681497,E,380.156 m,39.832 km/h,0,1.59,1.30,0.92,8(11),
30,S,2008/05/04,12:53:33.000,SPS,41.806103,N,12.681545,E,380.352 m,41.664 km/h,0,1.59,1.30,0.92,8(11),
31,S,2008/05/04,12:53:34.000,SPS,41.806202,N,12.681602,E,380.477 m,42.649 km/h,0,1.84,1.58,0.94,7(10),
32,S,2008/05/04,12:53:35.000,SPS,41.806297,N,12.681649,E,380.648 m,39.013 km/h,0,1.84,1.58,0.94,7(11),
33,S,2008/05/04,12:53:36.000,SPS,41.806393,N,12.681704,E,380.766 m,39.615 km/h,0,1.84,1.58,0.94,7(11),
34,S,2008/05/04,12:53:37.000,SPS,41.806515,N,12.681792,E,380.883 m,40.503 km/h,0,1.84,1.58,0.94,7(11),
35,S,2008/05/04,12:53:38.000,SPS,41.806564,N,12.681893,E,381.000 m,38.153 km/h,0,1.84,1.58,0.94,7(11),
36,S,2008/05/04,12:53:39.000,SPS,41.806625,N,12.681996,E,381.094 m,37.758 km/h,0,1.84,1.58,0.94,7(11),
37,S,2008/05/04,12:53:40.000,SPS,41.806705,N,12.682096,E,381.047 m,38.352 km/h,0,1.59,1.30,0.91,8(11),
38,S,2008/05/04,12:53:41.000,SPS,41.806770,N,12.682204,E,381.172 m,38.858 km/h,0,1.84,1.58,0.94,7(11),
39,S,2008/05/04,12:53:42.000,SPS,41.806843,N,12.682323,E,381.414 m,37.127 km/h,0,1.84,1.58,0.94,7(11),
40,S,2008/05/04,12:53:43.000,SPS,41.806870,N,12.682454,E,381.586 m,35.485 km/h,0,1.84,1.58,0.94,9(11),
41,S,2008/05/04,12:53:44.000,SPS,41.806885,N,12.682582,E,381.766 m,35.840 km/h,0,1.84,1.58,0.94,9(11),
42,S,2008/05/04,12:53:45.000,SPS,41.806892,N,12.682725,E,381.984 m,36.757 km/h,0,1.84,1.58,0.94,9(11),
43,S,2008/05/04,12:53:46.000,SPS,41.806896,N,12.682875,E,382.180 m,35.864 km/h,0,1.84,1.58,0.94,9(11),
44,S,2008/05/04,12:53:47.000,SPS,41.806908,N,12.683032,E,382.500 m,32.735 km/h,0,1.84,1.58,0.94,10(11),
45,S,2008/05/04,12:53:48.000,SPS,41.806885,N,12.683149,E,382.688 m,32.407 km/h,0,1.59,1.31,0.91,10(11),
46,S,2008/05/04,12:53:49.000,SPS,41.806843,N,12.683249,E,382.695 m,30.111 km/h,0,1.59,1.31,0.91,10(11),
47,S,2008/05/04,12:53:50.000,SPS,41.806774,N,12.683321,E,382.664 m,31.106 km/h,0,1.59,1.31,0.91,10(11),
48,S,2008/05/04,12:53:51.000,SPS,41.806690,N,12.683385,E,383.102 m,34.367 km/h,0,1.59,1.31,0.91,10(11),
49,S,2008/05/04,12:53:52.000,SPS,41.806595,N,12.683430,E,383.500 m,36.250 km/h,0,1.59,1.31,0.91,11(11),
50,S,2008/05/04,12:53:53.000,SPS,41.806499,N,12.683456,E,383.789 m,38.629 km/h,0,1.59,1.31,0.91,11(11),
51,S,2008/05/04,12:53:54.000,SPS,41.806408,N,12.683481,E,383.883 m,38.263 km/h,0,1.39,1.11,0.84,11(11),
52,S,2008/05/04,12:53:55.000,SPS,41.806332,N,12.683494,E,384.156 m,37.298 km/h,0,1.59,1.31,0.91,10(11),
53,S,2008/05/04,12:53:56.000,SPS,41.806252,N,12.683530,E,384.438 m,35.514 km/h,0,1.59,1.31,0.91,9(11),
54,S,2008/05/04,12:53:57.000,SPS,41.806179,N,12.683576,E,385.094 m,32.578 km/h,0,1.49,1.23,0.84,10(11),
55,S,2008/05/04,12:53:58.000,SPS,41.806110,N,12.683634,E,385.211 m,31.176 km/h,0,1.49,1.23,0.84,9(11),
56,S,2008/05/04,12:53:59.000,SPS,41.806057,N,12.683724,E,385.250 m,34.393 km/h,0,1.59,1.31,0.91,8(11),
57,S,2008/05/04,12:54:00.000,SPS,41.806019,N,12.683844,E,385.344 m,38.881 km/h,0,1.84,1.58,0.94,7(10),
58,S,2008/05/04,12:54:01.000,SPS,41.805992,N,12.683987,E,385.484 m,42.803 km/h,0,1.84,1.58,0.94,7(11),
59,S,2008/05/04,12:54:02.000,SPS,41.805984,N,12.684147,E,385.906 m,45.623 km/h,0,1.84,1.58,0.94,8(11),
60,S,2008/05/04,12:54:03.000,SPS,41.805973,N,12.684323,E,386.531 m,47.585 km/h,0,1.84,1.59,0.94,8(11),
61,S,2008/05/04,12:54:04.000,SPS,41.805965,N,12.684477,E,386.781 m,46.863 km/h,0,1.84,1.59,0.94,8(11),
62,S,2008/05/04,12:54:05.000,SPS,41.805950,N,12.684651,E,386.898 m,49.496 km/h,0,1.84,1.59,0.94,9(11),
63,S,2008/05/04,12:54:06.000,SPS,41.805943,N,12.684808,E,387.000 m,46.218 km/h,0,1.84,1.59,0.94,9(11),
64,S,2008/05/04,12:54:07.000,SPS,41.805897,N,12.684975,E,388.023 m,43.432 km/h,0,2.75,2.59,0.94,8(10),
65,S,2008/05/04,12:54:08.000,SPS,41.805866,N,12.685101,E,388.078 m,38.857 km/h,0,1.84,1.59,0.94,8(10),
66,S,2008/05/04,12:54:09.000,SPS,41.805813,N,12.685197,E,388.242 m,36.897 km/h,0,1.84,1.59,0.94,8(10),
67,S,2008/05/04,12:54:10.000,SPS,41.805740,N,12.685268,E,388.398 m,35.893 km/h,0,1.84,1.59,0.94,8(10),
68,S,2008/05/04,12:54:11.000,SPS,41.805649,N,12.685327,E,388.688 m,36.276 km/h,0,1.85,1.59,0.94,9(11),
69,S,2008/05/04,12:54:12.000,SPS,41.805557,N,12.685353,E,388.906 m,36.833 km/h,0,1.59,1.31,0.91,9(11),
70,S,2008/05/04,12:54:13.000,SPS,41.805462,N,12.685356,E,389.313 m,39.294 km/h,0,1.59,1.31,0.91,8(10),
71,S,2008/05/04,12:54:14.000,SPS,41.805363,N,12.685350,E,389.859 m,41.676 km/h,0,1.59,1.31,0.91,8(11),
72,S,2008/05/04,12:54:15.000,SPS,41.805260,N,12.685343,E,390.445 m,44.355 km/h,0,1.59,1.31,0.91,8(11),
73,S,2008/05/04,12:54:16.000,SPS,41.805161,N,12.685330,E,391.438 m,46.598 km/h,0,1.59,1.31,0.91,9(11),
74,S,2008/05/04,12:54:17.000,SPS,41.805042,N,12.685328,E,392.031 m,50.077 km/h,0,1.67,1.39,0.92,8(11),
75,S,2008/05/04,12:54:18.000,SPS,41.804928,N,12.685323,E,392.672 m,49.627 km/h,0,1.67,1.39,0.92,8(10),
76,S,2008/05/04,12:54:19.000,SPS,41.804810,N,12.685321,E,392.984 m,49.340 km/h,0,1.67,1.39,0.92,8(10),
77,S,2008/05/04,12:54:20.000,SPS,41.804695,N,12.685293,E,394.383 m,47.721 km/h,0,1.67,1.39,0.92,8(10),
78,S,2008/05/04,12:54:21.000,SPS,41.804588,N,12.685250,E,395.516 m,43.288 km/h,0,1.59,1.31,0.91,8(11),
79,S,2008/05/04,12:54:22.000,SPS,41.804485,N,12.685196,E,396.047 m,40.998 km/h,0,1.59,1.31,0.91,9(10),
80,S,2008/05/04,12:54:23.000,SPS,41.804420,N,12.685087,E,396.453 m,40.249 km/h,0,1.59,1.31,0.91,9(11),
81,S,2008/05/04,12:54:24.000,SPS,41.804398,N,12.684964,E,397.586 m,38.923 km/h,0,1.63,1.35,0.92,8(11),
82,S,2008/05/04,12:54:25.000,SPS,41.804390,N,12.684834,E,397.781 m,36.872 km/h,0,1.59,1.31,0.91,9(10),
83,S,2008/05/04,12:54:26.000,SPS,41.804424,N,12.684677,E,398.414 m,40.614 km/h,0,1.59,1.31,0.91,9(10),
84,S,2008/05/04,12:54:27.000,SPS,41.804482,N,12.684566,E,398.695 m,41.654 km/h,0,1.85,1.59,0.94,8(11),
85,S,2008/05/04,12:54:28.000,SPS,41.804554,N,12.684453,E,398.953 m,44.047 km/h,0,1.85,1.59,0.94,8(11),
86,S,2008/05/04,12:54:29.000,SPS,41.804626,N,12.684346,E,399.477 m,42.097 km/h,0,1.85,1.59,0.94,8(11),
87,S,2008/05/04,12:54:30.000,SPS,41.804707,N,12.684199,E,399.813 m,37.278 km/h,0,1.59,1.30,0.92,8(11),
88,S,2008/05/04,12:54:31.000,SPS,41.804733,N,12.684079,E,400.789 m,29.101 km/h,0,1.59,1.30,0.92,8(10),
89,S,2008/05/04,12:54:32.000,SPS,41.804726,N,12.684012,E,401.359 m,20.188 km/h,0,1.59,1.30,0.92,8(10),
90,S,2008/05/04,12:54:33.000,SPS,41.804691,N,12.683962,E,401.461 m,21.569 km/h,0,1.59,1.30,0.92,8(10),
91,S,2008/05/04,12:54:34.000,SPS,41.804642,N,12.683958,E,401.516 m,17.127 km/h,0,1.59,1.30,0.92,8(11),
92,S,2008/05/04,12:54:35.000,SPS,41.804585,N,12.684004,E,401.977 m,25.107 km/h,0,1.59,1.30,0.92,9(11),
93,S,2008/05/04,12:54:36.000,SPS,41.804523,N,12.684090,E,402.414 m,34.313 km/h,0,1.59,1.30,0.92,8(10),
94,S,2008/05/04,12:54:37.000,SPS,41.804447,N,12.684183,E,402.617 m,39.663 km/h,0,1.59,1.30,0.92,9(10),
95,S,2008/05/04,12:54:38.000,SPS,41.804359,N,12.684287,E,402.883 m,44.997 km/h,0,1.59,1.30,0.92,9(11),
96,S,2008/05/04,12:54:39.000,SPS,41.804256,N,12.684400,E,403.555 m,46.342 km/h,0,1.59,1.30,0.92,9(11),
97,S,2008/05/04,12:54:40.000,SPS,41.804169,N,12.684501,E,403.953 m,46.019 km/h,0,1.59,1.30,0.92,9(11),
98,S,2008/05/04,12:54:41.000,SPS,41.804081,N,12.684607,E,404.352 m,46.341 km/h,0,1.59,1.30,0.92,9(10),
99,S,2008/05/04,12:54:42.000,SPS,41.803963,N,12.684774,E,404.727 m,51.493 km/h,0,1.59,1.30,0.92,9(10),
100,S,2008/05/04,12:54:43.000,SPS,41.803867,N,12.684890,E,405.055 m,49.551 km/h,0,1.59,1.30,0.92,9(10),
101,S,2008/05/04,12:54:44.000,SPS,41.803761,N,12.685001,E,405.125 m,52.703 km/h,0,1.59,1.30,0.92,9(10),
102,S,2008/05/04,12:54:45.000,SPS,41.803654,N,12.685117,E,405.219 m,52.324 km/h,0,1.59,1.30,0.92,9(11),
103,S,2008/05/04,12:54:46.000,SPS,41.803551,N,12.685231,E,405.344 m,50.727 km/h,0,1.59,1.30,0.92,9(11),
104,S,2008/05/04,12:54:47.000,SPS,41.803463,N,12.685351,E,405.359 m,49.583 km/h,0,1.59,1.30,0.92,9(11),
105,S,2008/05/04,12:54:48.000,SPS,41.803387,N,12.685461,E,405.227 m,42.348 km/h,0,1.59,1.30,0.92,9(11),
106,S,2008/05/04,12:54:49.000,SPS,41.803356,N,12.685565,E,405.344 m,33.877 km/h,0,1.78,1.52,0.93,7(11),
107,S,2008/05/04,12:54:50.000,SPS,41.803352,N,12.685662,E,405.422 m,28.464 km/h,0,1.78,1.52,0.93,7(11),
108,S,2008/05/04,12:54:51.000,SPS,41.803352,N,12.685730,E,405.344 m,20.842 km/h,0,1.78,1.52,0.93,7(10),
109,S,2008/05/04,12:54:52.000,SPS,41.803391,N,12.685860,E,405.266 m,18.788 km/h,0,1.78,1.52,0.93,7(10),
110,S,2008/05/04,12:54:53.000,SPS,41.803440,N,12.685884,E,405.242 m,19.112 km/h,0,1.78,1.52,0.93,7(11),
111,S,2008/05/04,12:54:54.000,SPS,41.803558,N,12.685884,E,405.281 m,35.163 km/h,0,1.59,1.30,0.92,8(11),
112,S,2008/05/04,12:54:55.000,SPS,41.803730,N,12.685929,E,405.875 m,46.878 km/h,0,2.86,1.68,2.31,8(10),
113,S,2008/05/04,12:54:56.000,SPS,41.803883,N,12.685923,E,405.617 m,47.057 km/h,0,1.38,1.07,0.87,9(11),
114,S,2008/05/04,12:54:57.000,SPS,41.803982,N,12.685926,E,405.914 m,48.847 km/h,0,1.38,1.07,0.87,9(11),
115,S,2008/05/04,12:54:58.000,SPS,41.804096,N,12.685922,E,405.930 m,48.992 km/h,0,1.38,1.07,0.87,9(11),
116,S,2008/05/04,12:54:59.000,SPS,41.804245,N,12.685931,E,406.078 m,51.926 km/h,0,1.38,1.07,0.87,9(11),
117,S,2008/05/04,12:55:00.000,SPS,41.804371,N,12.685963,E,405.695 m,50.525 km/h,0,1.59,1.30,0.92,8(11),
118,S,2008/05/04,12:55:01.000,SPS,41.804504,N,12.686001,E,405.531 m,53.242 km/h,0,1.59,1.30,0.92,8(11),
119,S,2008/05/04,12:55:02.000,SPS,41.804619,N,12.686084,E,405.313 m,53.504 km/h,0,1.59,1.30,0.92,8(11),
120,S,2008/05/04,12:55:03.000,SPS,41.804733,N,12.686190,E,405.164 m,56.554 km/h,0,1.59,1.30,0.92,8(11),
121,S,2008/05/04,12:55:04.000,SPS,41.804848,N,12.686305,E,405.039 m,57.729 km/h,0,1.59,1.30,0.92,8(11),
122,S,2008/05/04,12:55:05.000,SPS,41.804955,N,12.686420,E,404.883 m,60.154 km/h,0,1.59,1.30,0.92,8(11),
123,S,2008/05/04,12:55:06.000,SPS,41.805038,N,12.686525,E,404.531 m,58.329 km/h,0,1.59,1.30,0.92,8(11),
124,S,2008/05/04,12:55:07.000,SPS,41.805138,N,12.686655,E,404.672 m,57.283 km/h,0,1.38,1.07,0.87,9(11),
125,S,2008/05/04,12:55:08.000,SPS,41.805241,N,12.686808,E,404.703 m,57.746 km/h,0,1.38,1.07,0.87,9(11),
126,S,2008/05/04,12:55:09.000,SPS,41.805332,N,12.686963,E,404.836 m,58.027 km/h,0,1.38,1.07,0.87,9(11),
127,S,2008/05/04,12:55:10.000,SPS,41.805401,N,12.687130,E,404.953 m,56.769 km/h,0,1.38,1.07,0.87,9(11),
128,S,2008/05/04,12:55:11.000,SPS,41.805454,N,12.687308,E,405.172 m,55.984 km/h,0,1.38,1.07,0.87,9(11),
129,S,2008/05/04,12:55:12.000,SPS,41.805489,N,12.687494,E,405.367 m,56.275 km/h,0,1.38,1.07,0.87,9(10),
130,S,2008/05/04,12:55:13.000,SPS,41.805489,N,12.687691,E,405.625 m,56.600 km/h,0,1.38,1.07,0.87,9(11),
131,S,2008/05/04,12:55:14.000,SPS,41.805473,N,12.687877,E,405.922 m,53.799 km/h,0,1.59,1.30,0.92,8(11),
132,S,2008/05/04,12:55:15.000,SPS,41.805439,N,12.688044,E,406.227 m,50.091 km/h,0,1.59,1.30,0.92,8(11),
133,S,2008/05/04,12:55:16.000,SPS,41.805382,N,12.688186,E,406.602 m,45.379 km/h,0,1.59,1.30,0.92,8(11),
134,S,2008/05/04,12:55:17.000,SPS,41.805317,N,12.688312,E,406.813 m,44.684 km/h,0,1.59,1.30,0.92,8(11),
135,S,2008/05/04,12:55:18.000,SPS,41.805244,N,12.688454,E,407.094 m,51.048 km/h,0,1.38,1.07,0.87,9(11),
136,S,2008/05/04,12:55:19.000,SPS,41.805180,N,12.688627,E,407.484 m,58.580 km/h,0,1.59,1.30,0.92,8(11),
137,S,2008/05/04,12:55:20.000,SPS,41.805084,N,12.688822,E,408.148 m,58.288 km/h,0,1.59,1.30,0.92,8(11),
138,S,2008/05/04,12:55:21.000,SPS,41.805050,N,12.689015,E,408.273 m,57.879 km/h,0,1.59,1.30,0.92,8(11),
139,S,2008/05/04,12:55:22.000,SPS,41.805000,N,12.689212,E,408.539 m,59.333 km/h,0,1.59,1.30,0.92,8(11),
140,S,2008/05/04,12:55:23.000,SPS,41.804962,N,12.689423,E,408.891 m,58.805 km/h,0,1.59,1.30,0.92,10(11),
141,S,2008/05/04,12:55:24.000,SPS,41.804943,N,12.689630,E,409.438 m,62.076 km/h,0,1.50,1.21,0.89,9(10),
142,S,2008/05/04,12:55:25.000,SPS,41.804993,N,12.689809,E,410.484 m,52.210 km/h,0,1.72,1.47,0.89,8(10),
143,S,2008/05/04,12:55:26.000,SPS,41.805019,N,12.689984,E,411.180 m,48.827 km/h,0,1.72,1.47,0.89,8(10),
144,S,2008/05/04,12:55:27.000,SPS,41.805019,N,12.690146,E,411.758 m,45.566 km/h,0,1.34,1.08,0.79,9(10),
145,S,2008/05/04,12:55:28.000,SPS,41.804996,N,12.690292,E,412.406 m,42.959 km/h,0,1.34,1.08,0.79,9(10),
146,S,2008/05/04,12:55:29.000,SPS,41.804951,N,12.690431,E,413.031 m,41.567 km/h,0,1.34,1.08,0.79,9(11),
147,S,2008/05/04,12:55:30.000,SPS,41.804886,N,12.690545,E,413.586 m,41.680 km/h,0,1.27,1.00,0.78,10(11),
148,S,2008/05/04,12:55:31.000,SPS,41.804771,N,12.690641,E,414.406 m,48.222 km/h,0,1.60,1.32,0.91,9(11),
149,S,2008/05/04,12:55:32.000,SPS,41.804661,N,12.690710,E,415.586 m,48.864 km/h,0,1.60,1.32,0.91,9(10),
150,S,2008/05/04,12:55:33.000,SPS,41.804550,N,12.690776,E,416.484 m,49.955 km/h,0,1.86,1.61,0.93,8(10),
151,S,2008/05/04,12:55:34.000,SPS,41.804428,N,12.690841,E,417.047 m,52.890 km/h,0,1.86,1.61,0.93,7(9),
152,S,2008/05/04,12:55:35.000,SPS,41.804276,N,12.690904,E,417.984 m,56.222 km/h,0,1.60,1.32,0.91,8(11),
153,S,2008/05/04,12:55:36.000,SPS,41.804123,N,12.690947,E,419.602 m,55.035 km/h,0,1.60,1.32,0.91,9(11),
154,S,2008/05/04,12:55:37.000,SPS,41.804020,N,12.691023,E,421.102 m,48.441 km/h,0,1.60,1.32,0.91,9(11),
155,S,2008/05/04,12:55:38.000,SPS,41.803932,N,12.691125,E,421.547 m,46.564 km/h,0,1.60,1.32,0.91,9(11),
156,S,2008/05/04,12:55:39.000,SPS,41.803864,N,12.691251,E,421.898 m,46.252 km/h,0,1.86,1.61,0.93,7(11),
157,S,2008/05/04,12:55:40.000,SPS,41.803822,N,12.691400,E,422.273 m,48.137 km/h,0,1.86,1.61,0.93,8(11),
158,S,2008/05/04,12:55:41.000,SPS,41.803841,N,12.691554,E,422.734 m,46.335 km/h,0,1.86,1.61,0.93,9(11),
159,S,2008/05/04,12:55:42.000,SPS,41.803848,N,12.691700,E,423.289 m,44.144 km/h,0,1.86,1.61,0.93,8(11),
160,S,2008/05/04,12:55:43.000,SPS,41.803902,N,12.691859,E,423.906 m,44.434 km/h,0,1.86,1.61,0.93,8(11),
161,S,2008/05/04,12:55:44.000,SPS,41.803989,N,12.691977,E,424.227 m,47.979 km/h,0,1.60,1.32,0.91,9(11),
162,S,2008/05/04,12:55:45.000,SPS,41.804085,N,12.692094,E,424.844 m,49.507 km/h,0,1.30,1.00,0.82,10(11),
163,S,2008/05/04,12:55:46.000,SPS,41.804195,N,12.692184,E,425.406 m,46.391 km/h,0,1.60,1.32,0.91,10(11),
164,S,2008/05/04,12:55:47.000,SPS,41.804283,N,12.692258,E,425.852 m,40.137 km/h,0,1.61,1.32,0.91,10(11),
165,S,2008/05/04,12:55:48.000,SPS,41.804344,N,12.692345,E,426.016 m,31.477 km/h,0,1.60,1.32,0.91,10(11),
166,S,2008/05/04,12:55:49.000,SPS,41.804398,N,12.692445,E,425.945 m,32.331 km/h,0,1.61,1.33,0.91,9(11),
167,S,2008/05/04,12:55:50.000,SPS,41.804401,N,12.692536,E,426.320 m,26.091 km/h,0,1.61,1.33,0.91,10(11),
168,S,2008/05/04,12:55:51.000,SPS,41.804390,N,12.692625,E,426.570 m,25.354 km/h,0,1.86,1.61,0.93,9(11),
169,S,2008/05/04,12:55:52.000,SPS,41.804363,N,12.692731,E,426.648 m,32.396 km/h,0,1.86,1.61,0.93,9(11),
170,S,2008/05/04,12:55:53.000,SPS,41.804306,N,12.692906,E,426.805 m,46.142 km/h,0,1.73,1.48,0.89,9(11),
171,S,2008/05/04,12:55:54.000,SPS,41.804249,N,12.693061,E,426.961 m,50.239 km/h,0,1.50,1.21,0.89,9(11),
172,S,2008/05/04,12:55:55.000,SPS,41.804203,N,12.693225,E,427.156 m,52.818 km/h,0,1.30,1.00,0.83,10(11),
173,S,2008/05/04,12:55:56.000,SPS,41.804150,N,12.693408,E,427.719 m,57.017 km/h,0,1.50,1.21,0.89,9(11),
174,S,2008/05/04,12:55:57.000,SPS,41.804108,N,12.693590,E,428.180 m,57.382 km/h,0,2.50,1.61,1.92,9(11),
175,S,2008/05/04,12:55:58.000,SPS,41.804058,N,12.693772,E,428.547 m,56.169 km/h,0,1.50,1.21,0.89,9(11),
176,S,2008/05/04,12:55:59.000,SPS,41.804001,N,12.693931,E,429.211 m,52.564 km/h,0,1.50,1.21,0.89,9(10),
177,S,2008/05/04,12:56:00.000,SPS,41.803921,N,12.694060,E,429.930 m,50.971 km/h,0,1.50,1.21,0.89,9(10),
178,S,2008/05/04,12:56:01.000,SPS,41.803837,N,12.694191,E,430.695 m,52.130 km/h,0,1.64,1.37,0.91,9(10),
179,S,2008/05/04,12:56:02.000,SPS,41.803741,N,12.694330,E,430.930 m,55.115 km/h,0,1.64,1.37,0.91,8(11),
180,S,2008/05/04,12:56:03.000,SPS,41.803631,N,12.694467,E,431.148 m,58.084 km/h,0,1.64,1.37,0.91,8(11),
181,S,2008/05/04,12:56:04.000,SPS,41.803524,N,12.694595,E,431.305 m,55.516 km/h,0,1.83,1.59,0.92,7(11),
182,S,2008/05/04,12:56:05.000,SPS,41.803406,N,12.694712,E,431.805 m,55.353 km/h,0,1.73,1.48,0.89,9(11),
183,S,2008/05/04,12:56:06.000,SPS,41.803288,N,12.694835,E,431.805 m,57.578 km/h,0,1.73,1.48,0.89,8(10),
184,S,2008/05/04,12:56:07.000,SPS,41.803173,N,12.694962,E,432.414 m,59.837 km/h,0,1.73,1.48,0.89,8(10),
185,S,2008/05/04,12:56:08.000,SPS,41.803047,N,12.695090,E,432.633 m,61.477 km/h,0,1.73,1.48,0.89,8(10),
186,S,2008/05/04,12:56:09.000,SPS,41.802917,N,12.695209,E,432.742 m,60.410 km/h,0,1.73,1.48,0.89,9(10),
187,S,2008/05/04,12:56:10.000,SPS,41.802780,N,12.695333,E,433.156 m,59.846 km/h,0,1.34,1.08,0.79,9(10),
188,S,2008/05/04,12:56:11.000,SPS,41.802654,N,12.695448,E,433.672 m,57.514 km/h,0,1.34,1.08,0.79,9(10),
189,S,2008/05/04,12:56:12.000,SPS,41.802540,N,12.695568,E,433.758 m,55.877 km/h,0,1.34,1.08,0.79,9(10),
190,S,2008/05/04,12:56:13.000,SPS,41.802437,N,12.695699,E,433.805 m,53.667 km/h,0,1.34,1.08,0.79,9(10),
191,S,2008/05/04,12:56:14.000,SPS,41.802364,N,12.695846,E,434.336 m,53.792 km/h,0,1.43,1.19,0.80,9(10),
192,S,2008/05/04,12:56:15.000,SPS,41.802299,N,12.696017,E,434.523 m,52.841 km/h,0,1.43,1.18,0.80,8(10),
193,S,2008/05/04,12:56:16.000,SPS,41.802242,N,12.696194,E,435.141 m,53.179 km/h,0,1.43,1.18,0.80,8(10),
194,S,2008/05/04,12:56:17.000,SPS,41.802208,N,12.696367,E,435.258 m,53.305 km/h,0,1.84,1.59,0.92,7(10),
195,S,2008/05/04,12:56:18.000,SPS,41.802189,N,12.696605,E,435.984 m,51.703 km/h,0,1.50,1.21,0.89,9(10),
196,S,2008/05/04,12:56:19.000,SPS,41.802212,N,12.696796,E,436.688 m,51.106 km/h,0,1.50,1.21,0.89,9(10),
197,S,2008/05/04,12:56:20.000,SPS,41.802296,N,12.696975,E,437.742 m,52.625 km/h,0,1.59,1.30,0.92,8(10),
198,S,2008/05/04,12:56:21.000,SPS,41.802364,N,12.697156,E,438.516 m,52.796 km/h,0,1.59,1.30,0.92,8(11),
