INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DSTA,PDOP,HDOP,VDOP,NSAT (USED/VIEW),
593,T,2008/05/04,13:10:19.000,DGPS,41.798912,N,12.708513,E,673.297 m,5.602 km/h,0,1.41,1.10,0.87,9(10),
594,T,2008/05/04,13:10:24.000,DGPS,41.798958,N,12.708414,E,673.984 m,4.835 km/h,0,1.41,1.10,0.87,9(10),
595,T,2008/05/04,13:10:29.000,DGPS,41.799038,N,12.708322,E,674.422 m,4.472 km/h,0,1.21,0.94,0.76,10(10),
596,T,2008/05/04,13:10:34.000,DGPS,41.799095,N,12.708220,E,674.109 m,4.589 km/h,0,1.21,0.95,0.76,10(10),
597,T,2008/05/04,13:10:39.000,DGPS,41.799088,N,12.708131,E,674.016 m,4.231 km/h,0,1.21,0.94,0.76,10(10),
598,S,2008/05/04,13:10:42.000,DGPS,41.799107,N,12.708074,E,673.641 m,6.188 km/h,0,1.44,1.17,0.83,9(10),
599,S,2008/05/04,13:10:43.000,DGPS,41.799110,N,12.708049,E,673.547 m,7.025 km/h,0,1.44,1.17,0.83,10(10),
600,S,2008/05/04,13:10:45.000,DGPS,41.799133,N,12.707999,E,673.063 m,6.565 km/h,0,1.44,1.17,0.83,10(10),
601,TS,2008/05/04,13:10:50.000,DGPS,41.799141,N,12.707906,E,671.828 m,6.015 km/h,0,1.44,1.17,0.83,10(10),
602,T,2008/05/04,13:10:55.000,DGPS,41.799110,N,12.707832,E,672.844 m,4.268 km/h,0,1.21,0.95,0.76,10(10),
603,T,2008/05/04,13:11:00.000,DGPS,41.799095,N,12.707763,E,674.141 m,4.634 km/h,0,1.21,0.95,0.76,10(10),
604,T,2008/05/04,13:11:05.000,DGPS,41.799122,N,12.707677,E,674.328 m,2.555 km/h,0,1.21,0.94,0.76,10(10),
605,T,2008/05/04,13:11:10.000,DGPS,41.799118,N,12.707583,E,673.766 m,4.237 km/h,0,1.21,0.95,0.76,10(10),
606,T,2008/05/04,13:11:15.000,DGPS,41.799152,N,12.707495,E,672.969 m,4.258 km/h,0,1.21,0.95,0.76,10(10),
607,T,2008/05/04,13:11:20.000,DGPS,41.799149,N,12.707417,E,671.969 m,3.356 km/h,0,1.21,0.95,0.76,10(10),
608,T,2008/05/04,13:11:25.000,DGPS,41.799118,N,12.707333,E,671.531 m,4.964 km/h,0,1.21,0.95,0.76,10(10),
609,T,2008/05/04,13:11:30.000,DGPS,41.799088,N,12.707218,E,671.094 m,4.247 km/h,0,1.21,0.95,0.76,10(10),
610,TS,2008/05/04,13:11:35.000,DGPS,41.799068,N,12.707122,E,670.844 m,6.220 km/h,0,1.30,1.05,0.77,9(10),
611,T,2008/05/04,13:11:40.000,DGPS,41.799030,N,12.707054,E,669.625 m,4.765 km/h,0,1.21,0.94,0.76,10(10),
612,T,2008/05/04,13:11:45.000,DGPS,41.799007,N,12.706958,E,668.766 m,3.501 km/h,0,1.21,0.95,0.76,10(10),
613,T,2008/05/04,13:11:50.000,SPS,41.798985,N,12.706841,E,667.906 m,4.984 km/h,0,1.21,0.95,0.76,10(10),
614,S,2008/05/04,13:11:51.000,SPS,41.798973,N,12.706820,E,667.922 m,6.598 km/h,0,1.21,0.94,0.76,10(10),
615,TS,2008/05/04,13:11:56.000,SPS,41.798946,N,12.706716,E,667.453 m,7.065 km/h,0,1.23,0.95,0.78,9(10),
616,T,2008/05/04,13:12:01.000,SPS,41.798958,N,12.706584,E,668.344 m,5.844 km/h,0,1.21,0.95,0.76,10(10),
617,S,2008/05/04,13:12:02.000,SPS,41.798946,N,12.706550,E,669.109 m,6.953 km/h,0,1.21,0.95,0.76,10(10),
618,S,2008/05/04,13:12:03.000,SPS,41.798950,N,12.706524,E,668.813 m,6.215 km/h,0,1.21,0.94,0.76,10(10),
619,S,2008/05/04,13:12:04.000,SPS,41.798965,N,12.706488,E,668.906 m,6.566 km/h,0,1.41,1.11,0.87,9(10),
620,S,2008/05/04,13:12:06.000,SPS,41.798950,N,12.706441,E,669.453 m,6.125 km/h,0,1.21,0.95,0.76,10(10),
621,T,2008/05/04,13:12:11.000,SPS,41.798927,N,12.706351,E,669.484 m,4.031 km/h,0,1.21,0.94,0.76,10(10),
622,T,2008/05/04,13:12:16.000,SPS,41.798923,N,12.706312,E,669.750 m,1.165 km/h,0,1.21,0.95,0.76,10(10),
623,T,2008/05/04,13:12:21.000,SPS,41.798931,N,12.706245,E,669.328 m,4.614 km/h,0,1.21,0.94,0.76,10(10),
624,T,2008/05/04,13:12:26.000,SPS,41.798950,N,12.706110,E,669.141 m,5.600 km/h,0,1.21,0.95,0.76,10(10),
625,S,2008/05/04,13:12:27.000,SPS,41.798946,N,12.706088,E,668.859 m,6.052 km/h,0,1.21,0.95,0.76,10(10),
626,S,2008/05/04,13:12:28.000,SPS,41.798958,N,12.706067,E,668.688 m,6.677 km/h,0,1.41,1.11,0.87,9(10),
627,T,2008/05/04,13:12:33.000,SPS,41.798973,N,12.705986,E,667.938 m,5.629 km/h,0,1.21,0.95,0.76,10(10),
628,S,2008/05/04,13:12:34.000,SPS,41.798969,N,12.705964,E,667.609 m,6.331 km/h,0,1.21,0.95,0.76,10(10),
629,T,2008/05/04,13:12:39.000,SPS,41.798988,N,12.705834,E,668.734 m,4.826 km/h,0,1.28,1.03,0.76,9(10),
630,S,2008/05/04,13:12:41.000,SPS,41.799000,N,12.705770,E,669.453 m,6.655 km/h,0,1.47,1.21,0.84,8(10),
631,T,2008/05/04,13:12:46.000,SPS,41.799007,N,12.705663,E,666.719 m,5.599 km/h,0,1.21,0.95,0.76,10(10),
632,T,2008/05/04,13:12:51.000,SPS,41.798992,N,12.705557,E,665.906 m,4.316 km/h,0,1.21,0.94,0.76,10(10),
633,S,2008/05/04,13:12:52.000,SPS,41.798992,N,12.705529,E,666.094 m,6.560 km/h,0,1.21,0.95,0.76,10(10),
634,S,2008/05/04,13:12:54.000,SPS,41.798992,N,12.705471,E,666.984 m,6.830 km/h,0,1.21,0.94,0.76,10(10),
